央视,#genre#
中山综合,http://v.zsbtv.com.cn/lsdream/qTl38me/1000/live.m3u8
电白综合,http://gddb.chinashadt.com:1935/live/video1.stream/playlist.m3u8#http://gddb.chinashadt.com:1935/live/video1.stream_360p/playlist.m3u8
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8#http://gddb.chinashadt.com:1935/live/video2.stream_360p/playlist.m3u8
佛冈综合,http://p2.vzan.com/slowlive/763398745742339271/live.m3u8
清新综合,http://hls.wiseqx.com/live/qxzh.m3u8
清新公共,http://hls.wiseqx.com/live/qxgg.m3u8
潮安综合,http://chaoan.chaoantv.com:8278/zongyi_1028/playlist.m3u8#http://chaoan.chaoantv.com:8278/live/chaoanzongyi.m3u8#http://chaoan.chaoantv.com:8278/zongyi_728/playlist.m3u8
增城综合,http://44372.hlsplay.aodianyun.com/tv_radio_44372/tv_channel_3454.m3u8?auth_key=4854916743-0-0-8196893fc2147c56352b0ddb0525f16d&extra_key=vkUSpksttitWglBm27s62bcuJ-YJmyMIAGiFuyXXx91bl57LjabQZa6sW-66IokqwcwVpy-ddrwxPiZ1nhEhgxcn6s-4JFmtwgTAN_05P0rI0iArPfhZhUefgOC-7UXS_CV6g9XuKzXRXbzUIFDT7zDXGcRE3yaS1pRMbsdGQIs
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
丰顺综合,https://p2.vzan.com/701678271/024926084736123670/live.m3u8
平远综合,http://p2.vzan.com/slowlive/738135449685137104/live.m3u8
五华综合,http://p2.vzan.com/slowlive/985282647660143081/live.m3u8
湖南,#genre#
湖南爱晚,http://p8.vzan.com/slowlive/149039617847513156/live.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
长沙县新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/203_10cdf5.m3u8#http://xsds.b.dingtoo.com/AppName/StreamName.m3u8
古丈综合频道,https://liveplay-srs.voc.com.cn/hls/tv/144_4efb38.m3u8
花垣综合频道,https://liveplay-srs.voc.com.cn/hls/tv/134_d590ee.m3u8
吉首综合频道,https://liveplay-srs.voc.com.cn/hls/tv/143_70175b.m3u8
龙山综合频道,https://liveplay-srs.voc.com.cn/hls/tv/146_f067fe.m3u8
永顺综合频道,https://liveplay-yongshun.rednet.cn/live/yongshun2023_DST.m3u8
韶山综合频道,https://liveplay-shaoshan.rednet.cn/live/shaoshan-tv.m3u8
湘潭县综合,https://liveplay-xupu.rednet.cn/live/xiangtanxian_tv.m3u8
汨罗新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/166_a4ad1b.m3u8
平江新闻频道,https://liveplay-srs.voc.com.cn/hls/tv/168_ce2a0c.m3u8
湘阴综合频道,https://liveplay-srs.voc.com.cn/hls/tv/165_13506b.m3u8
云溪新闻综合,https://liveplay-yxq.rednet.cn/live/yxq2024tv.m3u8
桂东综合频道,https://liveplay-srs.voc.com.cn/hls/tv/174_6ab9f8.m3u8
桂阳新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/7_7c833e.m3u8
嘉禾新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/184_e3af1a.m3u8
临武综合频道,https://liveplay-srs.voc.com.cn/hls/tv/148_feda2f.m3u8
汝城综合频道,https://liveplay-srs.voc.com.cn/hls/tv/149_40cf24.m3u8
永兴综合频道,https://liveplay-srs.voc.com.cn/hls/tv/40_1d0ed0.m3u8
资兴综合频道,https://liveplay-zx.rednet.cn/live/zixing_Tv2026.m3u8
茶陵新闻综合,https://liveplay-xupu.rednet.cn/live/chaling-telev.m3u8
渌口综合频道,http://vod.zzlknews.cn:40731/live/_definst_/lxzh/playlist.m3u8
攸县新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/158_423c80.m3u8
衡东综合频道,https://liveplay-srs.voc.com.cn/hls/tv/180_60f888.m3u8
衡南综合频道,https://liveplay-hengnan.rednet.cn/live/hengnan_tv.m3u8
衡阳县时政综合,https://liveplay-srs.voc.com.cn/hls/tv/183_554704.m3u8
耒阳时政综合,https://liveplay-srs.voc.com.cn/hls/tv/27_e9e1e5.m3u8
南岳综合频道,https://liveplay-nanyue.rednet.cn/live/nanyue_03f74.m3u8
汉寿综合频道,https://liveplay-srs.voc.com.cn/hls/tv/31_226756.m3u8
津市新闻频道,https://liveplay-srs.voc.com.cn/hls/tv/187_2abf84.m3u8
桃源综合频道,https://liveplay-srs.voc.com.cn/hls/tv/157_66df9e.m3u8
城步电视,https://liveplay-srs.voc.com.cn/hls/tv/169_b4d7a4.m3u8
绥宁综合频道,https://liveplay-srs.voc.com.cn/hls/tv/182_3c0dc6.m3u8
新邵电视台,https://liveplay-srs.voc.com.cn/hls/tv/171_daca67.m3u8
安化综合频道,https://liveplay-srs.voc.com.cn/hls/tv/204_16cb0f.m3u8
南县综合频道,http://hnstnx.chinashadt.com:2037/live/10001.stream/playlist.m3u8#http://hnstnx.chinashadt.com:2037/live/10001.stream_360p/playlist.m3u8
沅江电视台,https://liveplay-srs.voc.com.cn/hls/tv/163_2c7011.m3u8
蓝山综合,https://liveplay-srs.voc.com.cn/hls/tv/26_370917.m3u8
新田电视台,https://liveplay-xintian.rednet.cn/live/xintian_tv.m3u8
双峰电视一套,https://liveplay-srs.voc.com.cn/hls/tv/131_acfb72.m3u8
新化新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/170_49c556.m3u8
桑植新闻综合,https://liveplay-srs.voc.com.cn/hls/tv/185_938292.m3u8
洪江市综合,https://liveplay-hongjiang.rednet.cn/live/Hongjiang_Tv2026.m3u8
靖州综合,https://liveplay-srs.voc.com.cn/hls/tv/34_5156ed.m3u8
麻阳综合,https://liveplay-srs.voc.com.cn/hls/tv/38_6f397d.m3u8
通道时政,http://live.tongdaotv.com:10086/hls/1e8t0gkHR/playlist.m3u8
新晃时政,https://liveplay-srs.voc.com.cn/hls/tv/23_5d556a.m3u8
溆浦综合,https://liveplay-xupu.rednet.cn/live/Xupu2024_DsT.m3u8
沅陵新闻综合,http://113.245.166.13:8235/hls/hd-live.m3u8
中方综合,https://liveplay-srs.voc.com.cn/hls/tv/18_3aa230.m3u8
芷江综合,https://liveplay-srs.voc.com.cn/hls/tv/20_68acda.m3u8
浙江,#genre#
浙江钱江都市,https://ali-xwl.cztv.com/live/channel021080Plxw.m3u8
浙江经济生活,https://ali-xwl.cztv.com/live/channel031080Plxw.m3u8
浙江教科影视,https://ali-xwl.cztv.com/live/channel041080Plxw.m3u8
浙江民生休闲,https://ali-xwl.cztv.com/live/channel061080Plxw.m3u8
浙江新闻,https://ali-xwl.cztv.com/live/channel071080Plxw.m3u8#https://sdxflive-pc.wasu.cn/sdxf/zhejianggonggongxinwen.m3u8?auth_key=1685203743804-0-0-690ae1cb22bc01f7dba833919ea5a9c1
浙江少儿,https://ali-xwl.cztv.com/live/channel081080Plxw.m3u8
浙江国际,https://ali-xwl.cztv.com/live/channel101080Plxw.m3u8
浙江之江纪录,https://ali-xwl.cztv.com/live/channel121080Plxw.m3u8
好易购,https://ali-xwl.cztv.com/live/channel111080Plxw.m3u8
杭州综合,https://ali-xwl.cztv.com/live/hangzhouds.m3u8#https://l.cztvcloud.com/channels/lantian/sxchannel01/1080p.m3u8
宁波新闻综合,https://ali-xwl.cztv.com/live/ningbods.m3u8
绍兴新闻综合,https://ali-xwl.cztv.com/live/shaoxingds.m3u8#https://l.cztvcloud.com/channels/lantian/sxchannel04/1080p.m3u8#http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8#http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
台州新闻综合,https://ali-xwl.cztv.com/live/taizhouds.m3u8#https://l.cztvcloud.com/channels/lantian/sxchannel10/1080p.m3u8
金华新闻综合,https://ali-xwl.cztv.com/live/jinhuads.m3u8#https://l.cztvcloud.com/channels/lantian/sxchannel07/1080p.m3u8
舟山新闻综合,https://ali-xwl.cztv.com/live/zhoushands.m3u8
舟山公共生活,http://play-sh13.quklive.com/live/1699002430299200.m3u8?auth_key=2027429366-f4515e585a0347f780a01c73ae293945-0-b3699e931cf04290680745e989c63d86
衢州新闻综合,http://play-sh13.quklive.com/live/1676023284535369.m3u8?auth_key=2037092041-857426c6e00f432593e061f3c727512a-0-64eb70204003dfd240ec28c4452842fb#https://ali-xwl.cztv.com/live/quzhouds.m3u8
湖州新闻综合,https://ali-xwl.cztv.com/live/huzhouds.m3u8#https://l.cztvcloud.com/channels/lantian/sxchannel05/1080p.m3u8#http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
湖州公共民生,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
湖州文化娱乐,http://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
嘉兴新闻综合,http://play-sh13.quklive.com/live/1675942165226154.m3u8?auth_key=2028730261-e7db80d294b04dc9ab5c8136b4c88b74-0-f0795306faa59c7edb35860a8ae63528#https://ali-xwl.cztv.com/live/jiaxingds.m3u8#https://l.cztvcloud.com/channels/lantian/sxchannel06/1080p.m3u8
嘉兴文化影视,http://play-sh13.quklive.com/live/1675149625220101.m3u8?auth_key=2028730374-3a60eb8e324f416aa3b26dda7679d920-0-22dc7efa8452d0b0665c15eeed83609d
嘉兴公共频道,http://play-sh13.quklive.com/live/1675149601192103.m3u8?auth_key=2028730429-9ab7f7f0267946e880ec46ce3d57ec9e-0-eb04d7f7e549054293604b04150cefa1
温州新闻综合,http://play-qk.wzrb.com.cn/live/1728463192330572.m3u8?auth_key=2044351793-fa66d1d33e3d426ca3dccb94845595d7-0-4bc36ce83dfac0c77ddd501ffe397bcc#https://ali-xwl.cztv.com/live/wenzhouds.m3u8#https://l.cztvcloud.com/channels/lantian/sxchannel03/1080p.m3u8
丽水新闻综合,https://ali-xwl.cztv.com/live/lishuids.m3u8
东阳新闻综合,http://play-sh13.quklive.com/live/1681113308206040.m3u8?auth_key=2028413158-ad2723c5e94045f393c4ccc595b573f9-0-c75b8d81f4470e67519c154e85115a4e
武义新闻综合,http://play-sh13.quklive.com/live/1707437639053211.m3u8?auth_key=2039926222-0c20643324d74ab6bca329f2864d9615-0-ad7dc9def9f83b2cc7693a23f6d91251
永康新闻综合,http://play-sh11.quklive.com/live/1625061424267104.m3u8
永康华溪频道,http://play-sh11.quklive.com/live/1625062755227231.m3u8
义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
义乌商贸频道,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_2133.m3u8?auth_key=4830674369-0-0-792c50b6dbb1f212177ee413838c9d34&extra_key=MhCFdbXNI70ZdkebtW5Way43jpzFEOtNAkun-0XCgWwdfGQyDYjGaLOvaQkG4p4ahsRmKWH3euwpK_-6AzTj-NsrVKt9WX6WKnoTmOLcKhXuM68iO_FXB63j8Avfm_P7SLv_nrzGAup7gYxtTu4IpKilWBeWfflJTVwXfos8VFTWL_xtZEURqWRFF3AtLaqe&ali_ffmpeg_version=mpengine
义乌公共文艺,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_3090.m3u8?auth_key=4830667771-0-0-4d788b80bdc1fa13522a2d10511a62d4&extra_key=2fk3HCWcAsUB_ZsuI_rrUP3hdTqEFaFPai_ZFKXo5njEPrgmFlIRA9tmB7xb-zLryaZ4y-4A5GYToA82EpN6NdveoFiv45QQP6qp6ZHI1kOJff_5KHtRvRocR3iFRzq6k1eIMRcEcYBzpX3_T595uQ9-UVygOh1Sd_dXnlNCAKoSeP5mtY226hlsTAI9rbgN
海宁新闻综合,https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8
嘉善新闻综合,https://p2hs.vzan.com/slowlive/633251673265558519/live.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8#http://play-sh13.quklive.com/live/1690167908295069.m3u8?auth_key=2027466211-f190eec410c24473825cbe1d8541e545-0-f21db57ae1b534802c1cf7be86cc3aef
安吉新闻频道,http://32664.hlsplay.aodianyun.com/tv_radio_32664/tv_channel_1499.m3u8
安吉生活影视,http://32664.hlsplay.aodianyun.com/tv_radio_32664/tv_channel_1526.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8#http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
富阳新闻综合,http://34666.hlsplay.aodianyun.com/tv_radio_34666/tv_channel_1181.m3u8#http://218.108.189.150/hdmi_ext
桐庐综合频道,https://31666.hlsplay.aodianyun.com/tv_radio_31666/tv_channel_3566.m3u8?auth_key=4867613167-0-0-7e4d136d59c046f779f0c50461de5fe5&extra_key=ZsnRdSSZsd_55ssIU7GXV9vL2bVgmdCUfbd0zhEWRYtF1fIJa_P34oEH8HVCgRtNY3GLWcIgRP1lO0kocw3d7cCCfJYKu980fDypjkFzkHzqrB4amtUEsglZvsGvzYzoDZyioKwM9H2EUg0PFXBSWFJ1WyLLQNoQey-Q6kSGklw
余杭综合频道,https://29371.hlsplay.aodianyun.com/lms_29371/slow_channel_master_seat_1445826801.m3u8?auth_key=3300411293-0-0-273f15e1d217965ba192be222ea38b2d&extra_key=V8uEmh_EXr1eVHhCsqQdCb2KQpy3kbF4Lfrf1S8rAZfBbea83rMZ6uqfZL74iDr9sfX_YL2E_25HrvU_mbtZh3ifdtd3R0IP_tWpoeTaMP3EUgp-m3whWwmoBhHzmq7QlJkExjuwjfwj_lLUpyUtp6oiMrocqaUoGIgnjsNh9WM
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
嵊州新闻综合,https://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
